Week,Point,Date,Order,Cat. 1,Cat. 2,Cat. 3,Cat. 4,Cat. 5,Cat. 6,Cat. 7,Cat. 8,Cat. 9,Cat. 10,Cat. 11,Cat. 12,Cat. 13,Cat. 14,Cat. 15,Cat. 16,Cat. 17,Cat. 18,Cat. 19,Cat. 20,OK,TotalPred,Bird,Lost
12,P36,28/09/2020,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,B,19,1,1,0
12,P37,28/09/2020,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,B,1,19,1,1,0
12,P38,28/09/2020,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,L,L,L,17,3,0,3
12,P39,28/09/2020,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,0,0
12,P40,28/09/2020,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,B,B,B,L,16,4,3,1
12,P41,28/09/2020,6,1,1,1,1,1,1,1,1,1,1,B,B,B,B,B,B,B,B,L,L,10,10,8,2
12,P42,28/09/2020,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,L,L,18,2,0,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
